35810	24900	1	100201	NULL	20200423095425	包年	0	20200423095425	20210423095425
405615	250	0	11026132494	阿拉丁（普通话）	20200423132050	NULL	7	20200423132050	20200425132050
425761	36000	1	100201	NULL	20200423162149	包年	0	20200423162149	20210423162149
724669	36000	1	100201	NULL	20200423162950	包年	0	20200423162950	20210423162950
1000539	250	0	11033150249	冰雪奇缘2（普通话）	20200423091940	NULL	7	20200423091941	20200425091941
1104691	3000	1	100201	NULL	20200423111648	NULL	0	20200423111648	20200523111648
1104691	3000	1	100201	NULL	20200423111648	NULL	7	20200423111648	20200523111649
246247	36000	1	100201	NULL	20200423154820	包年	0	20200423154820	20210423154820
327320	3000	1	100201	NULL	20200423114519	更优惠更省心	0	20200424124147	20200524124147
327320	3000	1	100201	NULL	20200423114519	更优惠更省心	7	20200424124147	20200524124147
462915	99	1	100201	NULL	20200423203302	新用户特惠	7	20200423203302	20200523203303
462915	99	1	100201	NULL	20200423203141	新用户特惠	0	20200423203141	20200523203141
462915	3000	1	100201	NULL	20200423203303	更优惠更省心	0	20200423203302	20200523203303
625208	3000	1	100201	NULL	20200423134544	更优惠更省心	0	20200424211008	20200524211008
625208	3000	1	100201	NULL	20200423134544	更优惠更省心	7	20200424211008	20200524211008
1239235	36000	1	100201	NULL	20200423143642	包年	0	20200423143642	20210423143642
1239510	36000	1	100201	NULL	20200423171136	包年	0	20200423171136	20210423171136
97778	99	1	100201	NULL	20200423144003	新用户特惠	0	20200423144003	20200523144003
264978	36000	1	100201	NULL	20200423212108	包年	0	20200423212108	20210423212108
287895	24900	1	100201	NULL	20200423100551	包年	0	20200423100551	20210423100551
357206	36000	1	100201	NULL	20200423114806	包年	0	20200423114806	20210423114806
383686	36000	1	100201	NULL	20200423121806	包年	0	20200423121806	20210423121806
686661	600	0	11034065927	我们永不言弃	20200423124746	NULL	7	20200423124746	20200425124746
743764	3000	1	100201	NULL	20200423125335	更优惠更省心	0	20200424181743	20200524181743
743764	3000	1	100201	NULL	20200423125335	更优惠更省心	7	20200424181743	20200524181743
818976	36000	1	100201	NULL	20200423172908	包年	0	20200423172908	20210423172908
924208	3000	1	100201	NULL	20200423115015	更优惠更省心	7	20200424205239	20200524205239
924208	3000	1	100201	NULL	20200423115016	更优惠更省心	0	20200424205239	20200524205239
943785	36000	1	100201	NULL	20200423215426	包年	0	20200423215426	20210423215426
995055	3000	1	100201	NULL	20200423135958	NULL	7	20200424112315	20200524112315
18981	36000	1	100201	NULL	20200423211126	包年	0	20200423211126	20210423211126
139186	12000	1	100201	NULL	20200423132243	包季	0	20200423132243	20200722132243
139186	12000	1	100201	NULL	20200423132323	包季	0	20200423132323	20200722132323
158353	24900	1	100201	NULL	20200423095812	包年	0	20200423095812	20210423095812
311936	300	0	11012749567	神偷奶爸3	20200423153125	NULL	1	20200423153125	20200425153125
311936	300	0	11012749567	NULL	20200423153125	NULL	0	20200423153125	20200425153125
341523	3000	1	100201	NULL	20200423184527	更优惠更省心	0	20200423184527	20200523184527
341523	4980	1	100201	NULL	20200423183112	NULL	0	20200423183112	20200523183112
341523	4980	1	100201	NULL	20200423184549	NULL	7	20200423184648	20200523184648
441406	36000	1	100201	NULL	20200423201945	包年	0	20200423201945	20210423201945
642949	3000	1	100201	NULL	20200423125432	更优惠更省心	7	20200424201306	20200524201306
642949	3000	1	100201	NULL	20200423125432	更优惠更省心	0	20200424201306	20200524201306
700212	36000	1	100201	NULL	20200423190134	包年	0	20200423190134	20210423190134
730083	500	0	11033150249	NULL	20200423165335	NULL	0	20200423165335	20200425165335
730083	500	0	11033150249	冰雪奇缘2（普通话）	20200423165335	NULL	1	20200423165335	20200425165335
882180	3000	1	100201	NULL	20200423110558	更优惠更省心	7	20200424113924	20200524113924
